customer_id,recency,frequency,monetary_inr,gender,age,shopping_mall,segment
C833113,282,1,1620.432,Female,28,Mall of Istanbul,2
C132131,99,1,387.07200000000006,Male,37,Istinye Park,2
C313319,454,1,4861.377,Female,25,Metropol AVM,0
C709888,667,1,4051.0800000000004,Female,58,Istinye Park,1
C763929,568,1,3240.864,Male,46,Mall of Istanbul,1
C283335,788,1,329.34600000000006,Female,62,Viaport Outlet,1
C221392,345,1,2430.648,Female,31,Mall of Istanbul,2
C171767,13,1,219.564,Female,62,Istinye Park,2
C195945,397,1,1620.459,Female,40,Kanyon,1
C222759,741,1,810.216,Male,37,Mall of Istanbul,1
C213045,770,1,1620.432,Male,25,Forum Istanbul,1
C997851,369,1,2835.0,Male,24,Forum Istanbul,2
C176867,496,1,4051.0800000000004,Female,45,Metrocity,1
C203764,172,1,387.07200000000006,Female,69,Cevahir AVM,2
C216313,789,1,193.53600000000003,Female,67,Cevahir AVM,1
C249182,499,1,2430.648,Female,53,Cevahir AVM,1
C201808,577,1,548.9100000000001,Male,58,Metrocity,1
C269708,33,1,1620.432,Female,49,Cevahir AVM,2
C304679,594,1,4051.0800000000004,Male,43,Forum Istanbul,1
C300061,345,1,2430.648,Female,45,Metropol AVM,2
C296862,572,1,3240.864,Male,21,Mall of Istanbul,1
C668389,692,1,810.216,Female,26,Metrocity,1
C207942,703,1,290.30400000000003,Female,69,Emaar Square Mall,1
C114165,568,1,6481.836,Female,25,Zorlu Center,0
C415932,300,1,70.605,Male,37,Kanyon,2
C228703,109,1,329.34600000000006,Female,32,Zorlu Center,2
C166711,157,1,3240.864,Female,50,Metropol AVM,2
C305606,444,1,4051.0800000000004,Male,65,Mall of Istanbul,1
C284246,288,1,2430.648,Female,22,Metrocity,2
C165199,726,1,387.07200000000006,Male,26,Istinye Park,1
C258909,509,1,4861.377,Female,29,Zorlu Center,1
C293700,26,1,31.671000000000003,Female,69,Metrocity,2
C882184,592,1,4051.0800000000004,Male,23,Forum Istanbul,1
C146356,510,1,56.48400000000001,Male,27,Kanyon,1
C660153,583,1,63.342000000000006,Male,38,Mall of Istanbul,1
C178677,696,1,1620.432,Female,67,Kanyon,1
C234065,219,1,14.121000000000002,Male,64,Metropol AVM,2
C801451,690,1,6481.836,Female,27,Metrocity,0
C657016,742,1,109.782,Male,43,Cevahir AVM,1
C209771,516,1,4051.0800000000004,Male,37,Metropol AVM,1
C803454,158,1,204.525,Female,19,Emaar Square Mall,2
C616034,172,1,548.9100000000001,Female,46,Kanyon,2
C320967,560,1,387.07200000000006,Female,19,Kanyon,1
C153268,316,1,329.34600000000006,Male,52,Kanyon,2
C326974,691,1,1620.432,Female,63,Viaport Outlet,1
C281360,105,1,1620.432,Female,47,Istinye Park,2
C113389,134,1,219.564,Female,65,Mall of Istanbul,2
C228173,65,1,329.34600000000006,Male,57,Mall of Istanbul,2
C216817,38,1,63.342000000000006,Female,54,Zorlu Center,2
C313348,498,1,14175.000000000002,Male,44,Kanyon,0
C347365,476,1,14.121000000000002,Male,53,Kanyon,1
C132955,361,1,4051.0800000000004,Male,51,Viaport Outlet,2
C843541,736,1,4051.0800000000004,Female,22,Kanyon,1
C184585,474,1,193.53600000000003,Male,30,Metrocity,1
C564849,567,1,14.121000000000002,Female,62,Cevahir AVM,1
C133475,746,1,483.84,Male,28,Metrocity,1
C273187,437,1,31.671000000000003,Female,19,Kanyon,1
C218039,698,1,548.9100000000001,Female,57,Metrocity,1
C473658,552,1,14.121000000000002,Male,26,Mall of Istanbul,1
C449200,753,1,810.216,Male,35,Istinye Park,1
C784227,654,1,2430.648,Male,59,Metrocity,1
C328549,711,1,8102.295,Female,47,Metrocity,0
C321452,593,1,2430.648,Male,48,Kanyon,1
C196813,96,1,6481.836,Female,66,Mall of Istanbul,0
C739616,367,1,810.216,Female,46,Metrocity,2
C344871,594,1,28.242000000000004,Male,35,Kanyon,1
C106220,519,1,2430.648,Female,38,Mall of Istanbul,1
C240130,361,1,3240.918,Female,43,Metrocity,2
C188945,629,1,548.9100000000001,Female,55,Mall of Istanbul,1
C515431,81,1,2430.648,Male,19,Mall of Istanbul,2
C956171,538,1,439.128,Female,53,Cevahir AVM,1
C182118,559,1,387.07200000000006,Female,36,Emaar Square Mall,1
C832084,61,1,2430.648,Male,53,Istinye Park,2
C747581,578,1,1620.432,Male,42,Istinye Park,1
C263429,339,1,8102.295,Male,31,Metrocity,0
C331446,286,1,3240.864,Male,63,Zorlu Center,2
C278268,316,1,3240.918,Male,63,Metropol AVM,2
C209978,698,1,548.9100000000001,Female,35,Metrocity,1
C246898,422,1,387.07200000000006,Female,51,Zorlu Center,1
C258561,280,1,2430.648,Female,28,Cevahir AVM,2
C290341,365,1,2430.648,Male,32,Cevahir AVM,2
C320861,127,1,95.013,Female,21,Mall of Istanbul,2
C113407,465,1,1620.432,Female,51,Mall of Istanbul,1
C171364,346,1,8102.295,Female,26,Metrocity,0
C260278,474,1,3240.918,Male,24,Metrocity,1
C688938,75,1,1620.432,Male,60,Viaport Outlet,2
C205986,735,1,439.128,Female,68,Kanyon,1
C217167,144,1,4051.0800000000004,Male,56,Metrocity,2
C210428,620,1,483.84,Male,31,Metrocity,1
C385013,580,1,548.9100000000001,Male,55,Viaport Outlet,1
C242046,29,1,5670.0,Female,67,Cevahir AVM,2
C203092,260,1,2430.648,Female,43,Mall of Istanbul,2
C308763,303,1,810.216,Male,22,Cevahir AVM,2
C327696,705,1,14175.000000000002,Male,34,Forum Istanbul,0
C132763,649,1,3240.918,Female,24,Mall of Istanbul,1
C185795,532,1,810.216,Female,43,Kanyon,1
C268627,101,1,6481.836,Male,26,Cevahir AVM,0
C358305,547,1,109.782,Female,28,Kanyon,1
C709992,691,1,329.34600000000006,Male,28,Metrocity,1
C635537,151,1,14.121000000000002,Male,25,Zorlu Center,2
C749926,85,1,28.242000000000004,Male,25,Istinye Park,2
C885159,699,1,56.48400000000001,Female,50,Viaport Outlet,1
C196077,517,1,95.013,Female,28,Kanyon,1
C808424,320,1,3240.864,Male,43,Kanyon,2
C225744,757,1,2430.648,Female,59,Emaar Square Mall,1
C991424,29,1,810.216,Female,48,Mall of Istanbul,2
C334502,714,1,28.242000000000004,Female,55,Mall of Istanbul,1
C307556,124,1,8102.295,Female,62,Mall of Istanbul,0
C154858,319,1,109.782,Female,36,Metrocity,2
C171175,535,1,1620.459,Female,52,Kanyon,1
C245237,496,1,548.9100000000001,Female,37,Emaar Square Mall,1
C139373,286,1,6481.836,Female,36,Kanyon,0
C189944,228,1,219.564,Male,24,Metrocity,2
C196570,653,1,290.30400000000003,Female,63,Mall of Istanbul,1
C698681,190,1,158.35500000000002,Male,54,Kanyon,2
C120718,616,1,548.9100000000001,Female,31,Metrocity,1
C475865,183,1,290.30400000000003,Male,38,Kanyon,2
C595299,536,1,810.216,Male,68,Viaport Outlet,1
C175176,42,1,193.53600000000003,Female,47,Mall of Istanbul,2
C256119,763,1,42.363,Female,30,Zorlu Center,1
C107317,378,1,56.48400000000001,Male,57,Metropol AVM,2
C326160,617,1,810.216,Female,43,Mall of Istanbul,1
C859437,70,1,290.30400000000003,Male,48,Kanyon,2
C307325,490,1,14.121000000000002,Female,23,Istinye Park,1
C304882,20,1,28.242000000000004,Male,67,Kanyon,2
C309073,676,1,2430.648,Female,21,Kanyon,1
C291879,221,1,3240.864,Female,63,Emaar Square Mall,2
C268255,672,1,2430.648,Female,28,Metrocity,1
C255766,35,1,42.363,Male,31,Metropol AVM,2
C217403,140,1,4051.0800000000004,Male,67,Mall of Istanbul,2
C216408,612,1,4051.0800000000004,Female,60,Kanyon,1
C171909,24,1,193.53600000000003,Male,19,Cevahir AVM,2
C231171,681,1,3240.864,Male,26,Metrocity,1
C223433,60,1,3240.864,Male,63,Istinye Park,2
C151927,331,1,95.013,Female,29,Metropol AVM,2
C198941,768,1,109.782,Male,43,Kanyon,1
C332894,202,1,4051.0800000000004,Female,24,Forum Istanbul,2
C134123,477,1,219.564,Female,54,Kanyon,1
C721032,533,1,56.48400000000001,Male,37,Mall of Istanbul,1
C857710,100,1,96.76800000000001,Male,30,Metrocity,2
C717132,249,1,14175.000000000002,Female,26,Cevahir AVM,0
C113264,728,1,3240.864,Male,53,Cevahir AVM,1
C150852,524,1,3240.864,Male,33,Metropol AVM,1
C179912,494,1,31.671000000000003,Female,46,Metropol AVM,1
C177648,258,1,2430.648,Male,51,Metrocity,2
C319616,124,1,439.128,Female,27,Kanyon,2
C201813,388,1,1620.432,Female,61,Mall of Istanbul,2
C283387,685,1,4051.0800000000004,Female,26,Mall of Istanbul,1
C230384,77,1,204.525,Female,22,Metrocity,2
C107263,18,1,2835.0,Female,49,Zorlu Center,2
C455440,618,1,810.216,Female,62,Mall of Istanbul,1
C105951,216,1,483.84,Male,33,Kanyon,2
C830209,304,1,28.242000000000004,Male,50,Forum Istanbul,2
C253672,26,1,14.121000000000002,Male,47,Kanyon,2
C284647,494,1,81.81,Male,51,Emaar Square Mall,1
C259031,22,1,4051.0800000000004,Male,24,Zorlu Center,2
C698527,604,1,193.53600000000003,Male,50,Kanyon,1
C171776,69,1,1620.432,Male,67,Metrocity,2
C284596,254,1,4861.377,Female,54,Metrocity,2
C176232,478,1,2430.648,Male,66,Istinye Park,1
C231716,653,1,439.128,Male,27,Emaar Square Mall,1
C577533,94,1,6481.836,Male,54,Istinye Park,0
C832013,460,1,329.34600000000006,Male,53,Metropol AVM,1
C490860,301,1,810.216,Male,44,Mall of Istanbul,2
C144147,151,1,14.121000000000002,Female,32,Metrocity,2
C135453,549,1,14.121000000000002,Female,21,Metrocity,1
C320041,564,1,56.48400000000001,Female,44,Mall of Istanbul,1
C614480,525,1,810.216,Male,69,Mall of Istanbul,1
C178218,69,1,11340.0,Female,38,Metropol AVM,0
C217372,82,1,1620.432,Female,20,Mall of Istanbul,2
C155983,728,1,387.07200000000006,Female,34,Metrocity,1
C237374,102,1,290.30400000000003,Female,50,Metropol AVM,2
C323352,140,1,548.9100000000001,Male,18,Kanyon,2
C260480,421,1,1620.432,Male,59,Kanyon,1
C186687,233,1,14.121000000000002,Female,56,Istinye Park,2
C294272,718,1,387.07200000000006,Female,60,Kanyon,1
C136471,498,1,219.564,Male,26,Mall of Istanbul,1
C107983,566,1,95.013,Male,24,Mall of Istanbul,1
C272640,191,1,96.76800000000001,Female,54,Istinye Park,2
C240140,77,1,3240.864,Male,34,Metropol AVM,2
C137556,738,1,810.216,Female,38,Kanyon,1
C493743,423,1,548.9100000000001,Female,50,Mall of Istanbul,1
C156163,407,1,1620.432,Female,69,Cevahir AVM,1
C911889,683,1,290.30400000000003,Male,64,Kanyon,1
C842173,52,1,109.782,Female,26,Metrocity,2
C217216,658,1,4051.0800000000004,Female,58,Kanyon,1
C966459,276,1,1620.432,Female,22,Kanyon,2
C650128,28,1,219.564,Male,20,Metropol AVM,2
C109179,8,1,219.564,Female,23,Metrocity,2
C149932,607,1,219.564,Female,47,Zorlu Center,1
C268997,739,1,290.30400000000003,Male,38,Mall of Istanbul,1
C322802,222,1,3240.864,Male,43,Mall of Istanbul,2
C293295,241,1,1620.432,Male,45,Kanyon,2
C296145,560,1,28.242000000000004,Female,21,Viaport Outlet,1
C107384,191,1,8505.0,Male,63,Istinye Park,0
C486805,80,1,31.671000000000003,Male,40,Zorlu Center,2
C251157,293,1,3240.918,Female,58,Emaar Square Mall,2
C106906,332,1,387.07200000000006,Female,50,Emaar Square Mall,2
C115059,180,1,31.671000000000003,Female,21,Mall of Istanbul,2
C136890,721,1,96.76800000000001,Female,25,Kanyon,1
C214449,390,1,1620.459,Female,55,Cevahir AVM,2
C117541,582,1,3240.864,Male,21,Zorlu Center,1
C229111,396,1,810.216,Female,47,Istinye Park,1
C206615,221,1,1620.432,Female,57,Viaport Outlet,2
C192048,333,1,4051.0800000000004,Female,48,Emaar Square Mall,2
C903079,489,1,548.9100000000001,Male,38,Viaport Outlet,1
C290693,10,1,8505.0,Male,58,Kanyon,0
C135311,293,1,4051.0800000000004,Male,56,Kanyon,2
C238237,789,1,2430.648,Female,19,Kanyon,1
C228369,524,1,3240.918,Male,69,Mall of Istanbul,1
C118050,236,1,40.905,Male,54,Mall of Istanbul,2
C701485,444,1,3240.864,Male,62,Istinye Park,1
C928388,311,1,548.9100000000001,Male,36,Kanyon,2
C552445,245,1,548.9100000000001,Male,47,Kanyon,2
C108041,243,1,219.564,Female,28,Kanyon,2
C161422,425,1,3240.864,Female,39,Zorlu Center,1
C291630,373,1,14.121000000000002,Female,47,Zorlu Center,2
C274249,738,1,31.671000000000003,Male,36,Metrocity,1
C134232,429,1,1620.432,Male,54,Metrocity,1
C907340,97,1,3240.864,Male,18,Metrocity,2
C193217,611,1,3240.864,Female,28,Zorlu Center,1
C248091,247,1,42.363,Female,62,Zorlu Center,2
C327767,190,1,1620.432,Female,35,Metropol AVM,2
C995124,390,1,8102.295,Female,50,Istinye Park,0
C253438,781,1,439.128,Female,48,Mall of Istanbul,1
C457891,181,1,14.121000000000002,Male,52,Mall of Istanbul,2
C276511,623,1,4861.377,Male,56,Metrocity,1
C765507,615,1,4051.0800000000004,Male,36,Mall of Istanbul,1
C990630,508,1,122.71500000000002,Male,40,Zorlu Center,1
C193964,368,1,28.242000000000004,Female,52,Mall of Istanbul,2
C563869,308,1,548.9100000000001,Male,36,Istinye Park,2
C141758,136,1,109.782,Male,19,Zorlu Center,2
C246856,746,1,3240.864,Female,43,Emaar Square Mall,1
C178247,148,1,28.242000000000004,Male,52,Mall of Istanbul,2
C532445,163,1,163.62,Male,41,Emaar Square Mall,2
C563228,658,1,4051.0800000000004,Male,59,Metropol AVM,1
C318006,138,1,439.128,Male,57,Metropol AVM,2
C471515,571,1,126.68400000000001,Male,62,Metropol AVM,1
C347162,607,1,4051.0800000000004,Male,28,Metrocity,1
C457425,240,1,1620.459,Male,31,Kanyon,2
C182365,403,1,158.35500000000002,Male,49,Istinye Park,1
C291694,369,1,4051.0800000000004,Male,23,Metrocity,2
C287534,277,1,1620.459,Female,38,Mall of Istanbul,2
C121867,279,1,1620.459,Female,32,Metrocity,2
C505172,646,1,3240.864,Female,23,Kanyon,1
C168648,594,1,28.242000000000004,Male,30,Zorlu Center,1
C266357,77,1,4051.0800000000004,Male,50,Mall of Istanbul,2
C256748,222,1,14.121000000000002,Female,23,Kanyon,2
C173602,40,1,4051.0800000000004,Female,63,Metropol AVM,2
C440342,600,1,810.216,Female,30,Mall of Istanbul,1
C401852,482,1,28.242000000000004,Female,66,Forum Istanbul,1
C267012,319,1,4051.0800000000004,Male,38,Metrocity,2
C222362,288,1,4051.0800000000004,Male,68,Metrocity,2
C143006,161,1,810.216,Female,58,Mall of Istanbul,2
C208880,69,1,2430.648,Female,40,Istinye Park,2
C730387,605,1,204.525,Male,20,Kanyon,1
C146771,393,1,95.013,Male,37,Mall of Istanbul,2
C143586,607,1,219.564,Female,50,Viaport Outlet,1
C127697,752,1,4861.377,Female,58,Metrocity,1
C700713,422,1,1620.432,Female,30,Istinye Park,1
C334347,424,1,11340.0,Female,22,Emaar Square Mall,0
C318319,690,1,4051.0800000000004,Female,36,Istinye Park,1
C181189,453,1,193.53600000000003,Female,42,Emaar Square Mall,1
C221310,734,1,3240.864,Female,37,Viaport Outlet,1
C247143,265,1,4051.0800000000004,Male,45,Metropol AVM,2
C102575,209,1,548.9100000000001,Female,48,Zorlu Center,2
C213937,549,1,70.605,Male,59,Istinye Park,1
C156929,194,1,31.671000000000003,Female,24,Kanyon,2
C173475,463,1,4051.0800000000004,Female,40,Metropol AVM,1
C676397,248,1,1620.432,Male,47,Metrocity,2
C236850,652,1,3240.864,Female,55,Metropol AVM,1
C266902,536,1,1620.432,Female,18,Kanyon,1
C238384,73,1,2430.648,Female,48,Kanyon,2
C271785,99,1,70.605,Female,29,Mall of Istanbul,2
C141828,532,1,122.71500000000002,Male,64,Kanyon,1
C290859,607,1,439.128,Male,42,Emaar Square Mall,1
C159096,644,1,96.76800000000001,Female,62,Metropol AVM,1
C859506,300,1,3240.864,Female,30,Metropol AVM,2
C663610,197,1,56.48400000000001,Male,35,Kanyon,2
C618765,389,1,193.53600000000003,Male,33,Viaport Outlet,2
C301930,586,1,28.242000000000004,Male,56,Mall of Istanbul,1
C199864,168,1,1620.432,Female,56,Istinye Park,2
C773580,389,1,548.9100000000001,Female,63,Kanyon,2
C811552,197,1,810.216,Female,38,Mall of Istanbul,2
C120075,239,1,96.76800000000001,Female,42,Kanyon,2
C125960,538,1,4051.0800000000004,Male,66,Mall of Istanbul,1
C791942,545,1,387.07200000000006,Female,39,Mall of Istanbul,1
C125639,151,1,1620.459,Male,24,Emaar Square Mall,2
C266273,554,1,28.242000000000004,Female,53,Kanyon,1
C128666,556,1,8505.0,Female,20,Mall of Istanbul,0
C186535,349,1,42.363,Male,19,Mall of Istanbul,2
C154173,616,1,1620.432,Male,33,Kanyon,1
C223080,285,1,14.121000000000002,Female,26,Metropol AVM,2
C238559,357,1,40.905,Male,41,Kanyon,2
C736904,700,1,4861.377,Female,56,Istinye Park,1
C254011,596,1,3240.864,Female,33,Kanyon,1
C182255,114,1,2835.0,Female,51,Istinye Park,2
C233288,537,1,42.363,Female,36,Mall of Istanbul,1
C101924,626,1,1620.432,Female,29,Mall of Istanbul,1
C715427,348,1,290.30400000000003,Female,44,Kanyon,2
C277177,420,1,219.564,Male,48,Metropol AVM,1
C270100,130,1,56.48400000000001,Male,61,Emaar Square Mall,2
